#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Aug 31 16:37:16 EDT 2020,100,100,Assignment1Suite,EmptyFullTest0+ EmptyFullTest1+ EmptyFullTest2+ EmptyFullTest3+ EmptyFullTest4+ EmptyFullTest5+ EmptyFullTest6+ EmptyFullTest7+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ PeekTest0+ PeekTest1+ PeekTest2+ PeekTest3+ PeekTest4+ PopTest0+ PopTest1+ PopTest2+ PopTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ SizeTest5+ , , , ,
1,Mon Aug 31 16:52:22 EDT 2020,100,0,Assignment1Suite,EmptyFullTest0 EmptyFullTest1 EmptyFullTest2 EmptyFullTest3 EmptyFullTest4 EmptyFullTest5 EmptyFullTest6 EmptyFullTest7 InsertTest0 InsertTest1 InsertTest2 InsertTest3 PeekTest0 PeekTest1 PeekTest2 PeekTest3 PeekTest4 PopTest0 PopTest1 PopTest2 PopTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 SizeTest4 SizeTest5 , , , ,
